9.1927,121.93,45.193,9.0366
9.2326,122.33,45.233,8.8368
9.2726,122.73,45.273,8.6369
9.3126,123.13,45.313,8.4371
9.3525,123.53,45.353,8.2373
9.3925,123.93,45.393,8.0374
9.4325,124.32,45.432,7.8376
9.4725,124.72,45.472,7.6377
9.5124,125.12,45.512,7.4379
9.5524,125.52,45.552,7.2381
9.5924,125.92,45.592,7.0382
9.6323,126.32,45.632,6.8384
9.6723,126.72,45.672,6.6385
9.7123,127.12,45.712,6.4387
9.7522,127.52,45.752,6.2389
9.7922,127.92,45.792,6.039
9.8322,128.32,45.832,5.8392
9.8721,128.72,45.872,5.6393
9.9121,129.12,45.912,5.4395
9.9521,129.52,45.952,5.2396
9.992,129.92,45.992,5.0399
10.032,130.32,46.032,4.872
10.072,130.72,46.072,4.7121
10.112,131.12,46.112,4.5522
10.152,131.52,46.152,4.3924
10.192,131.92,46.192,4.2325
10.232,132.32,46.232,4.0726
10.272,132.72,46.272,3.9127
10.312,133.12,46.312,3.7529
10.352,133.52,46.352,3.593
10.392,133.92,46.392,3.4331
10.432,134.32,46.432,3.2732
10.472,134.72,46.472,3.1134
10.512,135.12,46.512,2.9535
10.552,135.52,46.552,2.7936
10.592,135.92,46.592,2.6338
10.632,136.32,46.632,2.4739
10.671,136.71,46.671,2.314
10.711,137.11,46.711,2.1541
10.751,137.51,46.751,1.9943
10.791,137.91,46.791,1.8344
10.831,138.31,46.831,1.6745
10.871,138.71,46.871,1.5146
10.911,139.11,46.911,1.3548
10.951,139.51,46.951,1.1949
10.991,139.91,46.991,1.0355
11.031,140.31,47.031,1.1248
11.071,140.71,47.071,1.2847
11.111,141.11,47.111,1.4446
11.151,141.51,47.151,1.6045
11.191,141.91,47.191,1.7643
11.231,142.31,47.231,1.9242
11.271,142.71,47.271,2.0841
11.311,143.11,47.311,2.2439
11.351,143.51,47.351,2.4038
11.391,143.91,47.391,2.5637
11.431,144.31,47.431,2.7236
11.471,144.71,47.471,2.8834
11.511,145.11,47.511,3.0433
11.551,145.51,47.551,3.2032
11.591,145.91,47.591,3.3631
11.631,146.31,47.631,3.5229
11.671,146.71,47.671,3.6828
11.711,147.11,47.711,3.8427
11.751,147.51,47.751,4.0025
11.791,147.91,47.791,4.1624
11.831,148.31,47.831,4.3223
11.871,148.71,47.871,4.4822
11.911,149.11,47.911,4.642
11.95,149.5,47.95,4.8019
11.99,149.9,47.99,4.9618
12.03,150.61,48.03,5.1521
12.07,151.41,48.07,5.3519
12.11,152.21,48.11,5.5518
12.15,153.01,48.15,5.7516
12.19,153.81,48.19,5.9514
12.23,154.61,48.23,6.1513
12.27,155.4,48.27,6.3511
12.31,156.2,48.31,6.551
12.35,157,48.35,6.7508
12.39,157.8,48.39,6.9506
12.43,158.6,48.43,7.1505
12.47,159.4,48.47,7.3503
12.51,160.2,48.51,7.5502
12.55,161,48.55,7.75
12.59,161.8,48.59,7.9498
12.63,162.6,48.63,8.1497
12.67,163.4,48.67,8.3495
12.71,164.2,48.71,8.5494
12.75,165,48.75,8.7492
12.79,165.8,48.79,8.949
12.83,166.6,48.83,9.1489
12.87,167.39,48.87,9.3487
12.91,168.19,48.91,9.5486
12.95,168.99,48.95,9.7484
12.99,169.79,48.99,9.9482
13.03,170.15,49.03,10.592
13.07,170.35,49.07,11.392
13.11,170.55,49.11,12.191
13.15,170.75,49.15,12.99
13.189,170.95,49.189,13.79
13.229,171.15,49.229,14.589
13.269,171.35,49.269,15.389
13.309,171.55,49.309,16.188
13.349,171.75,49.349,16.987
13.389,171.95,49.389,17.787
13.429,172.15,49.429,18.586
13.469,172.35,49.469,19.385
13.509,172.55,49.509,20.185
13.549,172.75,49.549,20.984
13.589,172.95,49.589,21.783
13.629,173.15,49.629,22.583
13.669,173.35,49.669,23.382
13.709,173.55,49.709,24.182
13.749,173.75,49.749,24.981
13.789,173.95,49.789,25.78
13.829,174.14,49.829,26.58
13.869,174.34,49.869,27.379
13.909,174.54,49.909,28.178
13.949,174.74,49.949,28.978
13.989,174.94,49.989,29.777
14.029,174.57,50.144,30.144
14.069,173.97,50.344,30.344
14.109,173.37,50.544,30.544
14.149,172.77,50.744,30.744
14.189,172.17,50.943,30.943
14.229,171.57,51.143,31.143
14.269,170.97,51.343,31.343
14.309,170.37,51.543,31.543
14.349,169.77,51.743,31.743
14.389,169.17,51.943,31.943
14.429,168.57,52.143,32.143
14.468,167.97,52.342,32.342
14.508,167.37,52.542,32.542
14.548,166.77,52.742,32.742
14.588,166.17,52.942,32.942
14.628,165.57,53.142,33.142
14.668,164.98,53.342,33.342
14.708,164.38,53.541,33.541
14.748,163.78,53.741,33.741
14.788,163.18,53.941,33.941
14.828,162.58,54.141,34.141
14.868,161.98,54.341,34.341
14.908,161.38,54.541,34.541
14.948,160.78,54.74,34.74
14.988,160.18,54.94,34.94
15.028,159.44,55.028,35.14
15.068,158.64,55.068,35.34
15.108,157.84,55.108,35.54
15.148,157.04,55.148,35.74
15.188,156.24,55.188,35.939
15.228,155.44,55.228,36.139
15.268,154.64,55.268,36.339
15.308,153.84,55.308,36.539
15.348,153.04,55.348,36.739
15.388,152.25,55.388,36.939
15.428,151.45,55.428,37.139
15.468,150.65,55.468,37.338
15.508,149.85,55.508,37.538
15.548,149.05,55.548,37.738
15.588,148.25,55.588,37.938
15.628,147.45,55.628,38.138
15.668,146.65,55.668,38.338
15.707,145.85,55.707,38.537
15.747,145.05,55.747,38.737
15.787,144.25,55.787,38.937
15.827,143.45,55.827,39.137
15.867,142.65,55.867,39.337
15.907,141.85,55.907,39.537
15.947,141.05,55.947,39.736
15.987,140.25,55.987,39.936
16.027,138.91,56.027,40.136
16.067,137.31,56.067,40.336
16.107,135.71,56.107,40.536
16.147,134.11,56.147,40.736
16.187,132.52,56.187,40.936
16.227,130.92,56.227,41.135
16.267,129.32,56.267,41.335
16.307,127.72,56.307,41.535
16.347,126.12,56.347,41.735
16.387,124.52,56.387,41.935
16.427,122.92,56.427,42.135
16.467,121.32,56.467,42.334
16.507,119.73,56.507,42.534
16.547,118.13,56.547,42.734
16.587,116.53,56.587,42.934
16.627,114.93,56.627,43.134
16.667,113.33,56.667,43.334
16.707,111.73,56.707,43.533
16.747,110.13,56.747,43.733
16.787,108.54,56.787,43.933
16.827,106.94,56.827,44.133
16.867,105.34,56.867,44.333
16.907,103.74,56.907,44.533
16.946,102.14,56.946,44.732
16.986,100.54,56.986,44.932
17.026,99.736,57.026,45.132
17.066,99.336,57.066,45.332
17.106,98.936,57.106,45.532
17.146,98.537,57.146,45.732
17.186,98.137,57.186,45.932
17.226,97.737,57.226,46.131
17.266,97.338,57.266,46.331
17.306,96.938,57.306,46.531
17.346,96.538,57.346,46.731
17.386,96.139,57.386,46.931
17.426,95.739,57.426,47.131
17.466,95.339,57.466,47.33
17.506,94.939,57.506,47.53
17.546,94.54,57.546,47.73
17.586,94.14,57.586,47.93
17.626,93.74,57.626,48.13
17.666,93.341,57.666,48.33
17.706,92.941,57.706,48.529
17.746,92.541,57.746,48.729
17.786,92.142,57.786,48.929
17.826,91.742,57.826,49.129
17.866,91.342,57.866,49.329
17.906,90.943,57.906,49.529
17.946,90.543,57.946,49.729
17.986,90.143,57.986,49.928
18.026,89.744,58.026,50.256
18.066,89.344,58.066,50.656
18.106,88.944,58.106,51.056
18.146,88.545,58.146,51.455
18.186,88.145,58.186,51.855
18.225,87.745,58.225,52.255
18.265,87.346,58.265,52.654
18.305,86.946,58.305,53.054
18.345,86.546,58.345,53.454
18.385,86.146,58.385,53.854
18.425,85.747,58.425,54.253
18.465,85.347,58.465,54.653
18.505,84.947,58.505,55.053
18.545,84.548,58.545,55.452
18.585,84.148,58.585,55.852
18.625,83.748,58.625,56.252
18.665,83.349,58.665,56.651
18.705,82.949,58.705,57.051
18.745,82.549,58.745,57.451
18.785,82.15,58.785,57.85
18.825,81.75,58.825,58.25
18.865,81.35,58.865,58.65
18.905,80.951,58.905,59.049
18.945,80.551,58.945,59.449
18.985,80.151,58.985,59.849
19.025,79.255,59.273,60.497
19.065,78.056,59.713,61.296
19.105,76.857,60.153,62.096
19.145,75.658,60.592,62.895
19.185,74.459,61.032,63.694
19.225,73.26,61.471,64.494
19.265,72.061,61.911,65.293
19.305,70.861,62.351,66.092
19.345,69.662,62.79,66.892
19.385,68.463,63.23,67.691
19.425,67.264,63.67,68.49
19.464,66.065,64.109,69.29
19.504,64.866,64.549,70.089
19.544,63.667,64.989,70.889
19.584,62.468,65.428,71.688
19.624,61.269,65.868,72.487
19.664,60.07,66.308,73.287
19.704,58.871,66.747,74.086
19.744,57.672,67.187,74.885
19.784,56.473,67.627,75.685
19.824,55.274,68.066,76.484
19.864,54.075,68.506,77.283
19.904,52.876,68.946,78.083
19.944,51.677,69.385,78.882
19.984,50.478,69.825,79.682
20.024,49.76,70.12,80.24
20.064,49.36,70.32,80.64
20.104,48.96,70.52,81.04
20.144,48.561,70.72,81.439
20.184,48.161,70.92,81.839
20.224,47.761,71.119,82.239
20.264,47.361,71.319,82.639
20.304,46.962,71.519,83.038
20.344,46.562,71.719,83.438
20.384,46.162,71.919,83.838
20.424,45.763,72.119,84.237
20.464,45.363,72.318,84.637
20.504,44.963,72.518,85.037
20.544,44.564,72.718,85.436
20.584,44.164,72.918,85.836
20.624,43.764,73.118,86.236
20.664,43.365,73.318,86.635
20.704,42.965,73.518,87.035
20.743,42.565,73.717,87.435
20.783,42.166,73.917,87.834
20.823,41.766,74.117,88.234
20.863,41.366,74.317,88.634
20.903,40.967,74.517,89.033
20.943,40.567,74.717,89.433
20.983,40.167,74.916,89.833
